id,kat_1_1,kat_2_1,kat_3_1,kat_1_2,kat_2_2,kat_3_2,kat_1_3,kat_2_3,kat_3_3,kat_1_4,kat_2_4,kat_3_4,kat_1_5,kat_2_5,kat_3_5,kat_1_6,kat_2_6,kat_3_6,kat_1_7,kat_2_7,kat_3_7
AT1G10060.1,0.9853,1.0091,0.6079,1.6753,1.6993,1.1309,1.1533,0.8648,0.71,1.7127,1.4997,0.9674,2.9931,1.7512,3.5693,2.3006,3.9821,2.4615,4.8125,4.1974,4.8803
AT1G31772.1,0.5915,0.8649,0.5107,1.3142,1.4868,1.0063,0.6236,1.5557,0.7214,0.2908,0.9265,0.119,0.001,0.3878,0.2648,0.7326,0.4504,0.4977,0.7664,0.7877,0.1196
AT1G75720.1,0.6015,0.4402,0.7137,1.1823,0.9453,1.2277,0.2271,0.4621,0.6114,1.1062,0.4716,1.1407,0.243,0.296,1.2753,0.7449,0.5151,0.5903,0.8349,0.451,0.3024
AT2G01300.1,1.2574,1.4521,0.4005,2.2182,1.7203,2.2524,1.8337,1.916,2.0983,1.6887,1.452,1.5334,1.1202,1.0839,1.6553,1.2025,2.0643,1.2618,1.5192,1.8069,1.6475
AT3G15800.1,1.3003,1.3859,1.2507,2.4142,1.9003,1.72,1.343,1.2715,1.9634,1.24,1.5138,1.425,2.2151,1.8249,2.0575,1.81,1.5549,1.8747,1.5132,1.5094,1.2235
AT3G17130.1,0.1623,0.8269,0.2794,0.9943,0.9479,1.0993,0.8756,0.5672,0.7224,0.6343,0.4223,0.6455,0.716,0.7406,0.5775,0.4007,0.6761,0.3628,0.658,0.3233,0.7783
AT3G53250.1,4.7282,5.6325,5.3637,8.5038,7.2509,8.6465,8.7084,9.1277,9.4474,11.6682,10.0211,7.8801,7.5121,4.9557,7.9658,6.6943,9.0466,6.2878,11.1044,8.0083,7.0524
AT5G43380.3,0.5047,0.8959,0.7464,1.3798,1.2081,0.9811,1.15,1.3272,1.2007,1.3078,1.3169,0.7773,1.19,1.0145,1.2869,1.3977,1.4249,1.1713,0.8804,0.8878,1.2148
AT5G43380.2,0.5955,0.8979,0.8989,1.4247,1.2786,1.0889,1.1874,1.5008,1.2398,1.3504,1.4374,0.8917,1.1988,1.1206,1.4617,1.4126,1.4714,1.2303,0.9916,0.9167,1.3141
